cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
84_1154930,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,Ajustable/Goma,Medio
84_1154936,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Ligero
84_1154940,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1154953,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1154959,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1154964,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1154967,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Medio
84_1154972,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,Ajustable/Goma,Medio
84_1154982,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1154991,INVALID,Cuello,INVALID,Punto Fino,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
84_1154992,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Capucha,Recto,Larga,INVALID,INVALID,INVALID
84_1154996,INVALID,Cuello,INVALID,Punto Fino,Standard,Polo,Recto,Larga,INVALID,INVALID,INVALID
84_1155000,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,INVALID,Medio
84_1155006,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Mao,Evase,Sin Manga,INVALID,INVALID,Ligero
84_1155008,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155016,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Solapa,Slim,Larga,INVALID,INVALID,Medio
84_1155021,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155027,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
84_1155028,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
84_1155036,INVALID,INVALID,INVALID,INVALID,INVALID,Babydoll/Peter Pan,INVALID,Larga,INVALID,INVALID,Ligero
84_1155044,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155055,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1155056,INVALID,Sin cierre,INVALID,INVALID,Largo,Capucha,Oversize,Larga,INVALID,INVALID,Medio
84_1155057,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155058,INVALID,Sin cierre,INVALID,Punto Grueso,Crop,Alto/Envolvente,Oversize,Larga,INVALID,INVALID,INVALID
84_1155060,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155064,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
84_1155065,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,Larga,INVALID,INVALID,Ligero
84_1155072,INVALID,INVALID,INVALID,INVALID,INVALID,Babydoll/Peter Pan,INVALID,Larga,INVALID,INVALID,Ligero
84_1155078,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155079,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
84_1155082,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Capucha,Recto,Larga,INVALID,INVALID,INVALID
84_1155086,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
84_1155088,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,Larga,INVALID,INVALID,Ligero
84_1155091,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155092,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Alto/Envolvente,Recto,INVALID,INVALID,INVALID,Ligero
84_1155099,INVALID,Cuello,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155100,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155105,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155110,INVALID,INVALID,INVALID,INVALID,INVALID,Pico,INVALID,Larga,INVALID,INVALID,Ligero
84_1155115,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155117,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Capucha,Recto,Larga,INVALID,INVALID,INVALID
84_1155119,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155120,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155134,INVALID,INVALID,INVALID,INVALID,INVALID,Babydoll/Peter Pan,INVALID,Larga,INVALID,INVALID,Ligero
84_1155135,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1155139,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155147,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155148,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
84_1155152,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,INVALID,INVALID,INVALID,Ligero
84_1155158,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,INVALID,INVALID,INVALID,Ligero
84_1155162,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155163,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155164,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155166,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
84_1155167,INVALID,Cuello,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155168,INVALID,Cuello,INVALID,INVALID,Largo,Capucha,Recto,Larga,INVALID,INVALID,Ligero
84_1155172,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Slim,Corta,INVALID,INVALID,Ligero
84_1155173,INVALID,Cierre Hombro,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155176,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155180,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155181,INVALID,Cuello,INVALID,Punto Fino,Standard,Redondo,Recto,INVALID,INVALID,INVALID,INVALID
84_1155187,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,INVALID,INVALID,INVALID,Ligero
84_1155194,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155198,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,Larga,INVALID,INVALID,Ligero
84_1155199,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155203,INVALID,Cuello,INVALID,Punto Fino,Standard,Redondo,Recto,INVALID,INVALID,INVALID,INVALID
84_1155206,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155207,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155208,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,INVALID
84_1155210,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Medio
84_1155216,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155220,INVALID,INVALID,INVALID,INVALID,INVALID,Babydoll/Peter Pan,INVALID,Larga,INVALID,INVALID,Ligero
84_1155225,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155226,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Medio
84_1155230,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155232,INVALID,Cuello,INVALID,Punto Fino,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
84_1155233,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155248,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
84_1155252,INVALID,Sin cierre,INVALID,Punto Fino,Midi,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
84_1155265,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155268,INVALID,Sin cierre,INVALID,INVALID,Corto,Redondo,Recto,Corta,INVALID,INVALID,Elástico
84_1155278,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
84_1155282,INVALID,Sin cierre,INVALID,Punto Fino,Midi,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
84_1155284,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Waterfall,Oversize,Larga,INVALID,INVALID,INVALID
84_1155289,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Cruzado,Slim,Larga,INVALID,INVALID,INVALID
84_1155298,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Waterfall,Oversize,Larga,INVALID,INVALID,INVALID
84_1155306,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155336,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Redondo,Recto,INVALID,INVALID,INVALID,Pesado
84_1155353,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155356,INVALID,Cierre Delantero,INVALID,Punto Fino,Corto,Polo,Recto,Larga,INVALID,INVALID,INVALID
84_1155392,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Skinny,INVALID,INVALID,Ajustable/Goma,Medio
84_1155398,INVALID,Lateral,INVALID,INVALID,Corto,Caja,Slim,Corta,INVALID,INVALID,Ligero
84_1155426,INVALID,Lateral,INVALID,INVALID,Corto,Caja,Slim,Corta,INVALID,INVALID,Ligero
84_1155435,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Medio
84_1155440,INVALID,Cierre Hombro,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
84_1155444,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Medio
84_1155474,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Oversize,Larga,INVALID,INVALID,Pesado
84_1155480,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Skinny,INVALID,INVALID,Ajustable/Goma,Medio
84_1155495,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Cruzado,Slim,Larga,INVALID,INVALID,INVALID
84_1155497,INVALID,INVALID,INVALID,INVALID,Capri,INVALID,Culotte,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155511,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155512,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1155541,INVALID,Sin cierre,INVALID,INVALID,Largo,Pico,Evase,Sin Manga,INVALID,INVALID,Pesado
84_1155552,INVALID,Lateral,INVALID,INVALID,Largo,Escotado,Recto,Corta,INVALID,INVALID,Ligero
84_1155556,INVALID,INVALID,INVALID,Punto Fino,Standard,Redondo,Slim,Tirante Fino,INVALID,INVALID,INVALID
84_1155573,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Medio
84_1155586,INVALID,Lateral,INVALID,INVALID,Largo,Escotado,Recto,Corta,INVALID,INVALID,Ligero
84_1155591,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155594,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155595,INVALID,Cierre Delantero,INVALID,Punto Fino,Corto,Polo,Recto,Larga,INVALID,INVALID,INVALID
84_1155596,INVALID,Cuello,INVALID,INVALID,Standard,Alto/Envolvente,Regular,Larga,INVALID,INVALID,Medio
84_1155600,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,Medio
84_1155603,INVALID,Cierre Delantero,INVALID,Punto Fino,Largo,Perkins,Recto,Larga,INVALID,INVALID,INVALID
84_1155606,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Low Waist,Medio
84_1155622,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1155628,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155629,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Camisero,INVALID,Larga,INVALID,INVALID,Medio
84_1155630,INVALID,Cierre Delantero,INVALID,Punto Grueso,Largo,Pico,Oversize,Larga,INVALID,INVALID,INVALID
84_1155637,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
84_1155651,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,Medio
84_1155652,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Redondo,Evase,Larga,INVALID,INVALID,Ligero
84_1155654,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
84_1155661,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
84_1155669,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
84_1155670,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Ligero
84_1155674,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
84_1155677,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155678,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
84_1155680,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
84_1155684,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Redondo,Relaxed,Larga,INVALID,INVALID,Medio
84_1155686,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1155693,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
84_1155695,INVALID,Sin cierre,INVALID,Punto Medio,Largo,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1155696,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155697,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
84_1155701,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Babydoll/Peter Pan,Evase,Larga,INVALID,INVALID,Ligero
84_1155707,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
84_1155708,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Cargo,INVALID,INVALID,Ajustable/Goma,Medio
84_1155712,INVALID,Cierre Trasero,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,Pesado
84_1155714,INVALID,INVALID,INVALID,INVALID,Crop,Escotado,Recto,Tirante Ancho,INVALID,INVALID,Medio
84_1155720,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Cargo,INVALID,INVALID,Ajustable/Goma,Medio
84_1155721,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1155733,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
84_1155734,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,High Waist,Ligero
84_1155737,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Regular,Slim,Larga,INVALID,INVALID,Ligero
84_1155739,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155743,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
84_1155746,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
84_1155753,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
84_1155754,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Medio
84_1155755,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Mom,INVALID,INVALID,High Waist,Medio
84_1155758,INVALID,Sin cierre,INVALID,INVALID,Corto,Redondo,Recto,Corta,INVALID,INVALID,Elástico
84_1155772,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Cruzado,Recto,Corta,INVALID,INVALID,Ligero
84_1155773,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
84_1155776,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155785,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Caja,Recto,Corta,INVALID,INVALID,Ligero
84_1155787,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155793,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155803,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155810,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Slim,Larga,INVALID,INVALID,Medio
84_1155813,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155819,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155822,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Medio
84_1155825,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155832,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Medio
84_1155838,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Elástico
84_1155843,INVALID,Lateral,INVALID,INVALID,Largo,Camisero,Recto,Corta,INVALID,INVALID,Ligero
84_1155846,INVALID,Cuello,INVALID,INVALID,Crop,Camisero,Oversize,Larga,INVALID,INVALID,Medio
84_1155853,INVALID,INVALID,INVALID,INVALID,Capri,INVALID,Culotte,INVALID,INVALID,Ajustable/Goma,Ligero
84_1155859,INVALID,Cuello,INVALID,INVALID,Crop,Camisero,Oversize,Larga,INVALID,INVALID,Medio
84_1155871,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Pesado
84_1155873,INVALID,Cuello,INVALID,INVALID,Crop,Camisero,Oversize,Larga,INVALID,INVALID,Medio
84_1155886,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
84_1155900,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Cruzado,Recto,Corta,INVALID,INVALID,Ligero
84_1155909,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,High Waist,Medio
84_1155913,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Ligero
84_1155914,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155927,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155931,INVALID,INVALID,De aguja,INVALID,INVALID,INVALID,INVALID,INVALID,Con punta,INVALID,INVALID
84_1155933,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Pesado
84_1155940,INVALID,Cierre Trasero,INVALID,INVALID,Midi,Escotado,Recto,Tirante Fino,INVALID,INVALID,Ligero
84_1155943,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
84_1155955,INVALID,Cierre Hombro,INVALID,INVALID,Standard,Redondo,Oversize,Larga,INVALID,INVALID,Medio
84_1155966,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1155981,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Pesado
84_1155985,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
84_1155986,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Ligero
84_1156007,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1156010,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156016,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
84_1156026,INVALID,Sin cierre,INVALID,Punto Fino,Midi,Pico,Slim,Larga,INVALID,INVALID,INVALID
84_1156046,INVALID,Cierre Delantero,INVALID,INVALID,Tres Cuartos,Capucha,Recto,Larga,INVALID,INVALID,Ligero
84_1156060,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Ligero
84_1156062,Cuña abotinada,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
84_1156076,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Regular Waist,Medio
84_1156089,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,INVALID
84_1156110,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156118,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1156155,Bloque,INVALID,Bloque,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
84_1156158,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Recto,INVALID,INVALID,INVALID,Ligero
84_1156166,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1156168,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Regular Waist,Medio
84_1156190,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Acampanado/Flare,INVALID,INVALID,High Waist,Medio
84_1156204,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
84_1156206,INVALID,Cierre Delantero,INVALID,INVALID,Tres Cuartos,Camisero,Evase,Larga,INVALID,INVALID,Ligero
84_1156216,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Acampanado/Flare,INVALID,INVALID,High Waist,Medio
84_1156243,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Recto,Larga,INVALID,INVALID,Medio
84_1156249,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Ligero
84_1156250,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156259,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,INVALID
84_1156299,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
84_1156317,INVALID,Sin cierre,INVALID,Punto Grueso,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
84_1156319,INVALID,INVALID,INVALID,INVALID,Tobillero,INVALID,Culotte,INVALID,INVALID,High Waist,Medio
84_1156321,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Recto,INVALID,INVALID,INVALID,Ligero
84_1156322,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Oversize,Larga,INVALID,INVALID,Medio
84_1156359,INVALID,Cierre Delantero,INVALID,INVALID,Tres Cuartos,Camisero,Evase,Larga,INVALID,INVALID,Ligero
84_1156389,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156403,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Caja,Recto,Corta,INVALID,INVALID,Ligero
84_1156405,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Regular Waist,Medio
84_1156413,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156416,INVALID,Cierre Delantero,INVALID,INVALID,Tres Cuartos,Camisero,Evase,Larga,INVALID,INVALID,Ligero
84_1156432,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
84_1156439,INVALID,Cierre Delantero,INVALID,INVALID,Tres Cuartos,Camisero,Evase,Larga,INVALID,INVALID,Ligero
84_1156442,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
